key,value,status,knob,description_kr
accessory_common_opt_magic,2,proposed,0,반지 · 목걸이 공통옵션 개수 — 매직 (죄종 칸 1 + 이 수) (2026-09-21 사용자 확정 · R127)
accessory_common_opt_rare,2,proposed,0,반지 · 목걸이 공통옵션 개수 — 레어 (죄종 칸 2 + 이 수) (2026-09-21 사용자 확정 · R127)
armor_fixed_def_pct_min,0.01,proposed,0,방어구 고정 옵션 방어력 +% 최소 — 방어구면 무조건 1개 · 값만 굴린다 · 그 장비 자신의 고유 방어력에만 곱한다(개체 편차를 대신한다) · 1~200% 균등 굴림(아이템 레벨 무관) ⚠제안 (2026-09-21 사용자 지시)
armor_fixed_def_pct_max,2,proposed,0,방어구 고정 옵션 방어력 +% 최대 — 200% ⚠제안 (2026-09-21 사용자 지시)
weapon_def_down_sec,2.5,proposed,0,물리 무기 타격 시 대상 방어력 감소 창 길이(초) — 겹치지 않고 센 값 하나 + 시간 갱신 ⚠제안 (2026-09-11 R78)
weapon_res_down_sec,2.5,proposed,0,마법 무기 타격 시 대상 원소 저항 감소 창 길이(초) — 영웅끼리 중첩 ⚠제안 (2026-09-11 R78)
weapon_atk_down_sec,2.5,proposed,0,사제 무기 시기 칸 — 타격 시 대상 데미지 감소 창 길이(초) — 겹치지 않는다 ⚠제안 (2026-09-11 R78)
salvage_dust_magic,2,proposed,0,매직 분해 → 가루 (2026-08-25 초반 루프 구현하면서 발생)
salvage_dust_rare,5,proposed,0,레어 분해 → 가루 (2026-08-25 초반 루프 구현하면서 발생)
potion_slot_max,2,proposed,1,물약 칸 **기본값** — 건설 전 값이고 원정 건물 랭크의 더하기가 얹힌다(building_effect.csv potionSlots · 2026-09-22 R137 · 옛 값 4 = 다 지은 값) · 원정 파티가 같이 쓰는 칸 수 · 편성마다 칸 구성을 든다 · 스테이지(런)를 시작할 때마다 그 구성대로 재고에서 다시 채운다(모자란 칸은 빈다 · 2026-09-21 R124) · 챕터보스 스테이지도 같다 · 사용자 지정 임시값 [신설 2026-09-15 · battle_design §7-1 · R103]
potion_use_hp_pct,0.5,proposed,1,물약을 마시는 HP 비율 % — 살아 있는 영웅의 HP 비율이 이 값 미만이면 자동으로 마신다 · 차례를 안 쓴다 · 조건 조절 옵션은 나중(GAME_DESIGN §10) [신설 2026-09-15 · R103]
potion_cooldown_sec,4,proposed,1,물약 쿨타임(초) — 영웅마다 · 원정 시작 때 준비 상태 · 한 영웅이 한순간에 칸을 다 비우지 않게 한다 · 사용자 3~5초 [신설 2026-09-15 · R103]
make_rarity_w_normal,60,proposed,0,제작 희귀도 가중치 — 일반 [신설 2026-09-15 사용자 지시 · item_design §7-1 · R96] — 드롭(rarity_w_*)과 따로 쥔다 · 훑는 순서는 일반 → 매직 → 레어
make_rarity_w_magic,30,proposed,0,제작 희귀도 가중치 — 매직 [신설 2026-09-15 사용자 지시 · R96]
make_rarity_w_rare,10,proposed,0,제작 희귀도 가중치 — 레어 [신설 2026-09-15 사용자 지시 · R96] · 제련소 운 배치가 이 가중치를 미는지는 미정(GAME_DESIGN §10)
equip_upgrade_max,3,fixed,0,강화 단계 상한 **기본값** — 건설 전 값이고 제련소 랭크의 더하기가 얹힌다(building_effect.csv upgrade · 2026-09-22 R137) · 다 지으면 +6강(2026-09-24 사용자 — 제련소 r2 의 +3 을 뺐다 · 나중에 다시 넣는다 · 확정 목표는 +9강 · 2026-08-31 item_design §1)
equip_upgrade_base_pct,0.05,proposed,1,강화 1단계당 베이스 능력치 % — 무기 데미지 밑수와 방어구 부위 고유 방어력에 곱해진다. 개체 굴림값은 안 건드리고 배율로 파생한다 (2026-08-31 발행)
equip_upgrade_gold_base,200,proposed,1,+1강 비용(골드) — 골드의 최종 소모처 (2026-08-31 발행)
equip_upgrade_gold_growth,1.35,proposed,1,강화 단계마다 비용에 곱하는 배율 — 비용 = base × growth^(현재 단계) (2026-08-31 발행)
inventory_cap,36,proposed,0,인벤토리 칸 수 — **고정**(건물 랭크가 늘리지 않는다 · 2026-09-22 사용자 지시) · 드롭이 쌓이는 쪽
stash_cap,36,proposed,0,창고 칸 수 — **고정**(건물 랭크가 늘리지 않는다 · 2026-09-22 사용자 지시) · 플레이어가 옮긴 것만
report_keep,20,proposed,0,리포트 목록이 남기는 런 수 — 반복 원정이 이어지면 오래된 런부터 밀려난다. 세이브 크기의 손잡이다 (2026-09-09 발행 · SCREEN_DESIGN §4-3)
repeat_restart_sec,3,fixed,0,반복 원정의 다음 런이 앞 런이 끝난 뒤 나가기까지의 초 — **관전 여부와 무관하다**(관전 결과 띠가 이만큼 세고 · 다른 탭이어도 앱 시계가 이 시각에 출발시킨다) · 옛 관전 띠의 세기 3초를 규칙으로 올렸다 [신설 2026-09-22 사용자 「3초 카운트가 적용되도록」 · base_expedition_design §1-1 · 부채 #57]
tavern_candidates,2,fixed,0,선술집 명단 후보 수 — 수색 결과 1칸과 합쳐 3칸 (2026-08-26 확정) · **이것이 최대이고 건물이 늘리지 않는다**(2026-09-24 사용자 지시 · 선술집 r3 · r6 의 tavernCandidates 줄 삭제 · ~~기본값 + 선술집 r3 · r6 더하기~~ R137)
tavern_refresh_hours,6,fixed,0,리롤 쿨다운(시간) — 자동 갱신 없음. 플레이어가 리롤한 뒤 이만큼 지나야 무료 리롤 · 오프라인에도 진행 (2026-08-26 확정)
tavern_hire_cost,600,proposed,0,영웅 고용 비용(골드) — 명단·수색 결과 공통 (2026-08-25 초반 루프 구현하면서 발생)
tavern_reroll_cost,120,proposed,0,쿨다운 중 즉시 리롤 비용(골드) (2026-08-25 초반 루프 구현하면서 발생)
tavern_search_slots,1,fixed,0,동시 수색 건수 — 1 고정 (2026-08-26 확정)
tavern_search_hours,1,proposed,1,수색 소요(시간) — 오프라인에도 진행. ~~12~~ → **1** (2026-09-09 사용자 지시). 스토리 막이 이 시간을 균등분할해 열린다(막 수 = search_story.csv 의 phase 종류 수)
tavern_search_rare_base_pct,0.15,proposed,1,수색 결과가 **레어**로 나올 기본 확률(%) — 매력 0 기준. 실제 확률 = base + 매력 × [balance.csv:tavern_search_rare_per_cha_pct], 상한 [balance.csv:tavern_search_rare_cap_pct]. 기준선은 명단 굴림의 레어 비중이었다(~~hero_tier.csv 가중치 30/100 = 30%~~) — 매력이 낮으면 명단만 못하고 높으면 명단을 넘는다는 것이 이 세 키의 뜻이다. ⚠ 2026-09-14 명단의 레어 비중이 10/100 = 10% 로 내려가 **매력 0 에서도 명단을 넘는다** — 값은 안 건드렸다(R86) (2026-09-09 발행)
tavern_search_rare_per_cha_pct,0.02,proposed,1,보낸 영웅의 매력 1당 레어 확률 +% — 매력 대역이 1~20([balance.csv:hero_attr_max])이라 최대 +40%p (2026-09-09 발행)
tavern_search_rare_cap_pct,0.6,proposed,1,수색 레어 확률 상한(%) — 매력만으로 확정에 닿지 않게 하는 안전장치 (2026-09-09 발행)
tavern_search_sin_echo_pct,0.5,proposed,1,수색 결과가 **보낸 영웅과 같은 죄종**으로 나올 확률(%) — 죄종 마스터리·전술 죄종 조건을 겨냥한 통제 수단. 빗나가면 죄종은 무작위다. 매력과 겹쳐 걸지 않는다(이중 반영 방지) (2026-09-09 발행)
tavern_search_meet_at_pct,0.5,proposed,1,수색 중 **만남**이 열리는 시점 — 소요 시간의 %. 50 = 절반(1시간이면 30분). 답은 이 시점부터 **수령할 때까지 언제든** 고를 수 있다(시간 제한 없음 — 방치형 계약 ③) (2026-09-09 발행)
tavern_search_meet_hit_pct,0.5,proposed,1,**만난 사람의 죄종에 맞는 답**을 골랐을 때 고용비 할인(%). 소문이 죄종을 미리 알려주므로 **읽기만 하면 누구나 얻는 층**이다 (2026-09-09 발행)
tavern_search_meet_key_pct,1,proposed,1,**그 죄종 영웅을 보내서 열린 답**을 골랐을 때 고용비 할인(%). 소문을 읽고 맞는 사람을 보낸 **준비의 보상**이라 위 hit 보다 높다. 100 = 전액 면제 (2026-09-09 발행)
commission_slots,1,fixed,0,동시에 받아 둘 수 있는 의뢰 수 **기본값** — 선술집 r1 이 의뢰를 열 때의 값이고 선술집 r2 의 더하기가 얹힌다(building_effect.csv commission_slots → state.limitsOf 의 commissionSlots) [신설 2026-09-24 사용자 지시 「의뢰(기본1개 가능)」 · base_expedition §1-3 · R153]
commission_gold_chapter_mult,1.6,proposed,1,의뢰 골드의 챕터 배수 — 카드 골드 = 틀 reward_gold × 등급 gold_mult × 이 값^(보상 챕터−1). 보상 챕터 = 지역 틀이면 그 챕터 · 개체 틀이면 그 몬스터의 챕터 · 나머지는 진행 챕터 ⚠제안 (2026-09-24 · R153)
commission_board_cards,4,fixed,0,의뢰 게시판에 서는 카드 수 상한 — commission.csv 의 앞에서 이만큼만 선다(행이 적으면 행 수). 받아 둘 수 있는 수(commission_slots)와 다른 값이다 — 이것은 고를 폭 [신설 2026-09-24 사용자 지시 「의뢰 4개까지만 보이도록」 · SCREEN_DESIGN §14 · ADR-0322]
gamble_batch_spins,10,proposed,1,도박장 「n판 돌리기」 한 번에 도는 판 수 — 도중에 판돈이 떨어지면 거기서 멈춘다 · 스핀 횟수 자체는 제한이 없다(판돈만 있으면 돈다) ⚠제안 [신설 2026-09-24 사용자 「횟수 무제한 · 돈만 있으면」 · ADR-0334 · R149]
gamble_stake_steps,1,proposed,0,도박장 판돈 단계 수의 기본값 — 도박장이 열릴 때(선술집 r3) 고를 수 있는 단계 · 선술집 r5 · r7 이 하나씩 더한다(building_effect.csv gambleStakes) · 단계 배수는 slot_stake.csv [신설 2026-09-24 사용자 확정 D2 · R149]
gamble_stake_gold,100,proposed,1,도박장 1 단계 판돈(골드) — 챕터 1 기준 ⚠제안 [신설 2026-09-24 · R149]
gamble_stake_chapter_mult,1.5,proposed,1,도박장 판돈의 챕터 배수 — 판돈 = gamble_stake_gold × 이 값^(진행 챕터−1) × 단계 배수 · 재료가 진행 챕터 단계로 나오므로 판돈도 따라 오른다(뒤 챕터에서 싼 판돈으로 비싼 재료를 사지 않게) ⚠제안 [신설 2026-09-24 사용자 확정 D2 · R149]
gamble_reels,3,fixed,0,도박장 판의 릴 수 — slot_line.csv 의 rows 칸 수와 같아야 한다(로드가 검증한다) [신설 2026-09-24 사용자 확정 D4 「3×3 · 5라인」 · R149]
gamble_rows,3,fixed,0,도박장 판의 행 수 [신설 2026-09-24 사용자 확정 D4 · R149]
gamble_hold_trigger,3,proposed,1,홀드 앤 스핀이 서는 코인 수 — 한 판에 이만큼 이상이면 선다 ⚠제안 [신설 2026-09-24 사용자 확정 D5 · R149]
gamble_hold_respins,3,proposed,0,홀드 앤 스핀의 리스핀 수 — 새 코인이 서면 이 값으로 돌아간다 ⚠제안 [신설 2026-09-24 · R149]
gamble_hold_coin_pct,0.06,proposed,1,리스핀마다 빈 칸 하나가 코인을 받을 확률(비율) ⚠제안 — dev 시뮬: 홀드 약 1/74판 · 그랜드 약 1/7500판 [신설 2026-09-24 · R149]
trade_visit_hours,4,proposed,1,특수상단 방문 주기(시간) — 이만큼마다 상인이 온다 · 시계는 게임을 만든 시각(createdAt)에서 세고 오프라인에도 흐른다. 상단 장비 목록도 이 주기로 같이 갈린다 ⚠임시 [신설 2026-09-21 사용자 지시 「4시간마다 와서 1시간 머무는걸로 일단」 · base_expedition §2-6 · SCREEN_DESIGN §8-3]
trade_stay_hours,1,proposed,1,특수상단 체류(시간) — 온 뒤 이만큼 머물고 떠난다. 주기(trade_visit_hours)보다 작아야 떠나 있는 시간이 생긴다 ⚠임시 [신설 2026-09-21 사용자 지시]
shop_equip_per_slot,3,proposed,1,상단 장비 목록 — **부위마다** 이만큼(무기 · 투구 · 갑옷 · 장갑 · 신발 · 목걸이 · 반지 순 · 같은 부위가 붙어 선다) · 방문 회차마다 새로 굴린다(item.rollGear — 드롭 희귀도 가중치) ⚠임시 [신설 2026-09-21 사용자 지시 「종류별로 한 3개씩만 해서 붙여놔야지 서로」]
shop_equip_weapon,6,proposed,1,상단 장비 목록 — **무기만 따로** 이만큼(맨 윗줄을 혼자 채운다) · 나머지 부위는 shop_equip_per_slot ⚠임시 [신설 2026-09-21 사용자 지시 「장비를 맨위에 무기 6개로 하고 다른걸 하나씩 밀어보자」]
shop_price_normal,150,proposed,1,상단 장비 가격(골드) — 일반 ⚠임시 · 구매는 아직 없다(화면이 미착수 안내) [신설 2026-09-21]
shop_price_magic,500,proposed,1,상단 장비 가격(골드) — 매직 ⚠임시 [신설 2026-09-21]
shop_price_rare,1500,proposed,1,상단 장비 가격(골드) — 레어 ⚠임시 [신설 2026-09-21]
mastery_t1_max_rank,5,proposed,1,T1·T2 스택형 마스터리 노드 공통 최대 랭크 — 5랭크 상한 (2026-08-28 확정)
mastery_t1_atkspeed_pct,0.01,proposed,1,마스터리 T1 공통 — 7죄종 전부 동일 · 랭크당 [combat_stat.csv:action_period] 감소 % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 T1 공통화 확정 — 옛 mastery_wrath_t1_pct 대체)
mastery_t1_damage_pct,0.02,proposed,1,마스터리 T1 공통 — 7죄종 전부 동일 · 랭크당 상시 피해 % · atk_physical/atk_magic 의 (1+Σ상시%) 괄호에 덧셈(딜러·힐러 공통 적용) · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 T1 공통화 확정 — 옛 mastery_sloth_t1_pct 대체)
mastery_t1_hp_pct,0.01,proposed,1,마스터리 T1 공통 — 7죄종 전부 동일 · 랭크당 [combat_stat.csv:hp_max] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 T1 공통화 확정 — 옛 mastery_gluttony_t1_pct 대체)
mastery_t2_unlock_level,10,proposed,0,죄종 마스터리 T2 해금 레벨 (2026-08-28 확정)
mastery_envy_t2_defignore_pct,0.01,proposed,1,시기 마스터리 T2-1 — 랭크당 [combat_stat.csv:def_ignore] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 확정 — 옛 mastery_envy_t1_pct · T1 공통화로 T2 이동)
mastery_greed_t2_gold_pct,0.01,proposed,1,탐욕 마스터리 T2-1 — 랭크당 [combat_stat.csv:gold_find] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 확정 — 옛 mastery_greed_t1_pct · T1 공통화로 T2 이동)
mastery_lust_t2_lifesteal_pct,0.01,proposed,1,색욕 마스터리 T2-1 — 랭크당 [combat_stat.csv:life_steal] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 확정 — 옛 mastery_lust_t1_pct · T1 공통화로 T2 이동)
mastery_pride_t2_dr_pct,0.005,proposed,1,오만 마스터리 T2-1 — 랭크당 [combat_stat.csv:damage_reduction] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (2026-08-28 확정 — 옛 mastery_pride_t1_pct · T1 공통화로 T2 이동)
mastery_wrath_t2_atkspeed_pct,0.01,proposed,1,분노 마스터리 T2-1 — 랭크당 [combat_stat.csv:action_period] 감소 %(공통 T1 [balance.csv:mastery_t1_atkspeed_pct] 과 별개 스택) · 5랭크 상한 (2026-08-28 확정)
mastery_wrath_t2_critchance_pct,0.01,proposed,1,분노 마스터리 T2-2 — 랭크당 [combat_stat.csv:crit_rate] % · 5랭크 상한 (2026-08-28 확정)
mastery_wrath_t2_critdamage_pct,0.005,proposed,1,분노 마스터리 T2-3 — 랭크당 [combat_stat.csv:crit_damage] % · 치명 배수 마스터리 금지 원칙의 **유일한** 예외(skill_design.md §3 — 09-22 오만이 빠졌다) · 낮은 계수로 캡 · 5랭크 상한 (2026-08-28 확정 · 2026-09-22 사용자 확정 0.02 → 0.005 · R138)
mastery_greed_t2_itemfind_pct,0.01,proposed,1,탐욕 마스터리 T2-2 — 랭크당 [combat_stat.csv:item_find] % · 5랭크 상한 (2026-08-28 확정)
mastery_greed_t2_magicfind_pct,0.02,proposed,1,탐욕 마스터리 T2-3 — 랭크당 매직아이템 획득확률(`magic_find` — 장비 탐욕 칸과 같은 채널 · 운 계수를 탄다) · 5랭크 상한. ⚠제안 — 5랭크 = 장비 한 줄(0.05~0.15)의 가운데 (skill_design §3-2 · 2026-09-22 · R138)
mastery_sloth_t2_hp_pct,0.02,proposed,1,나태 마스터리 T2-1 — 랭크당 [combat_stat.csv:hp_max] % · 5랭크 상한. 죄종 T1 체력([balance.csv:mastery_t1_hp_pct])과 같은 능력치라 값으로 가른다 — ⚠제안 T1 의 두 배 (skill_design §3-2 · 2026-09-22 · R138 — 옛 HP 재생 대체)
mastery_sloth_t2_dr_pct,0.01,proposed,1,나태 마스터리 T2-2 — 랭크당 [combat_stat.csv:damage_reduction] %(오만 T2-1 과 원천 공유·중복 허용) · 5랭크 상한 (2026-08-28 확정)
mastery_sloth_t2_cdr_pct,0.01,proposed,1,나태 마스터리 T2-3 — 랭크당 [combat_stat.csv:cooldown_reduction] %(액티브 쿨타임 감소) · 5랭크 상한 (2026-08-28 확정)
mastery_gluttony_t2_hpregen,1,proposed,1,폭식 마스터리 T2-1 — 랭크당 [combat_stat.csv:hp_regen] 고정치(나태 T2-1 과 원천 공유·중복 허용) · 5랭크 상한 (2026-08-28 확정)
mastery_gluttony_t2_crush_pct,0.004,proposed,1,폭식 마스터리 T2-2 — 랭크당 강타(`crushing_blow_pct` — 맞기 직전 대상 현재 체력 × % · 무기 폭식 칸과 같은 채널) · 5랭크 상한. ⚠제안 — 5랭크 = 무기 한 줄(0.01~0.03)의 가운데 (skill_design §3-2 · 2026-09-22 · R138 — 옛 흡혈 대체)
mastery_gluttony_t2_resall_pct,0.02,proposed,1,폭식 마스터리 T2-3 — 랭크당 원소 저항 4종 동시 %p(`res_all`) · 5랭크 상한. 전사 T1 과 같은 값 · ⚠ 상한형이라 [balance.csv:res_cap_base] 대비 역산이 남아 있다 (skill_design §3-2 · §3-4 · 2026-09-22 · R138)
mastery_lust_t2_critchance_pct,0.01,proposed,1,색욕 마스터리 T2-2 — 랭크당 [combat_stat.csv:crit_rate] %(분노 T2-2 와 원천 공유·중복 허용) · 5랭크 상한 (2026-08-28 확정)
mastery_lust_t2_hprecovery_pct,0.02,proposed,1,색욕 마스터리 T2-3 — 랭크당 체력 회복 +%(`hp_recovery_pct` — 재생 · 회복 스킬 · 흡혈 · 물약에 곱한다 · 목걸이 색욕 칸과 같은 채널) · 5랭크 상한. ⚠제안 — 5랭크 = 장비 한 줄(0.05~0.12)의 윗단 (skill_design §3-2 · 2026-09-22 · R138)
mastery_pride_t2_resmax_pct,0.01,proposed,1,오만 마스터리 T2-2 — 랭크당 [combat_stat.csv:res_max_bonus] % · 5랭크 상한 (2026-08-28 확정)
mastery_pride_t2_fhr,0.05,proposed,1,오만 마스터리 T2-3 — 랭크당 [combat_stat.csv:fhr] 타격 회복(비율 — 물리 경직 시간 −) · 5랭크 상한. ⚠제안 — 5랭크 = 갑옷 분노 한 줄(0.1~0.25)의 윗단 (skill_design §3-2 · 2026-09-22 · R138 — 옛 치명 피해 대체)
mastery_envy_t2_reflect_pct,0.01,proposed,1,시기 마스터리 T2-2 — 랭크당 [combat_stat.csv:reflect_damage] % · 5랭크 상한. 옛 기사 T2-3 의 값을 옮겼다 (skill_design §3-2 · 2026-09-22 · R138)
mastery_envy_t2_resignore_pct,0.01,proposed,1,시기 마스터리 T2-3 — 랭크당 모든 원소 저항 무시 %p([combat_stat.csv:res_reduction]) · 5랭크 상한. 옛 마법사 T2-3 의 값을 옮겼다 · ⚠ 저항 하한이 없어 투자 상한이 안 생긴다 (skill_design §3-2 · battle_design §9-5 · 2026-09-22 · R138)
mastery_wrath_t3_hp_threshold_pct,0.5,proposed,0,분노 마스터리 T3-1 발동 조건 — 자신 HP 가 이 값(%) 이하로 떨어지면 발동 (2026-08-28 확정)
mastery_wrath_t3_atk_pct,0.01,proposed,1,분노 마스터리 T3-1 — [balance.csv:mastery_wrath_t3_hp_threshold_pct] 이하일 때 물리 데미지 증가 % · 값(n%) 미정 · 캘리브레이션 대기 (2026-08-28 방향 확정 · 값 미정)
mastery_envy_t3_defshred_flat,1,proposed,1,시기 마스터리 T3-1 — 타격 시 대상 [combat_stat.csv:defense] 를 이 고정치만큼 감소(스택형 추정) · 값 미정 · 캘리브레이션 대기 (2026-08-28 방향 확정 · 값 미정)
mastery_sloth_t3_reflect_pct,0.01,proposed,1,나태 마스터리 T3-1 — 피격 시 [combat_stat.csv:reflect_damage] % · 값(n%) 미정 · 캘리브레이션 대기 (2026-08-28 방향 확정 · 값 미정)
mastery_gluttony_t3_atkstack_pct,0.01,proposed,1,폭식 마스터리 T3-1 — 타격할 때마다 물리 데미지 소폭 누적(같은 라운드 내 한정 · 라운드 종료 시 초기화) · 값 미정 · 캘리브레이션 대기 (2026-08-28 방향 확정 · 값 미정)
mastery_lust_t3_defsteal_flat,1,proposed,1,색욕 마스터리 T3-1 — 타격 시 대상 방어력을 고정치만큼 깎아 자신의 [combat_stat.csv:defense] 로 획득(스틸) · 값 미정 · 캘리브레이션 대기 (2026-08-28 방향 확정 · 값 미정)
mastery_point_per_level,1,proposed,1,레벨업 1회당 받는 마스터리 포인트 — 죄종·직업 마스터리가 **한 풀을 공유**한다(skill_design §1-4). 전직 전용 포인트는 별개이고 전직 미구현이라 키도 미발행. ⚠ 지급 곡선 자체가 기획 미확정(skill_design §7 「포인트 지급 곡선」)이라 「레벨당 정액」은 임시 형태다 (2026-08-28 마스터리 구현하면서 발행)
mastery_warrior_t1_hp_pct,0.01,proposed,1,전사 직업 마스터리 T1 — 랭크당 [combat_stat.csv:hp_max] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank]. 죄종 T1 체력과 같은 채널·같은 값 — 겹치는 것은 의도이고 포인트 풀 공유가 기회비용을 만든다 (skill_design §3-4) (2026-08-28 방향 확정 · 값 미정)
mastery_warrior_t1_resall_pct,0.02,proposed,1,전사 직업 마스터리 T1 — 랭크당 원소 저항 4종 동시 %p · 5랭크 상한 [balance.csv:mastery_t1_max_rank]. ⚠ 저항은 상한형이라 [balance.csv:res_cap_base] 대비로 역산해야 한다 — 5랭크 10%p 는 상한의 1/7 을 잡는 임시값 (skill_design §3-4) (2026-08-28 방향 확정 · 값 미정)
mastery_knight_t1_hp_pct,0.01,proposed,1,기사 직업 마스터리 T1-1 — 랭크당 [combat_stat.csv:hp_max] % · 5랭크 상한 [balance.csv:mastery_t1_max_rank] (skill_design §3-4 확정 2026-09-07)
mastery_knight_t1_def_flat,2,proposed,1,기사 직업 마스터리 T1-2 — 랭크당 [combat_stat.csv:defense] 고정치. ⚠제안 — 접사 def_flat 한 줄(2~6)과 비교해 5랭크가 접사 두 줄 값 (skill_design §3-4)
mastery_knight_t1_dr_pct,0.005,proposed,1,기사 직업 마스터리 T1-3 — 랭크당 [combat_stat.csv:damage_reduction] %. 오만 T2-1 과 같은 스케일(원천별 곱이라 작게) (battle_design §9-3)
mastery_mage_t1_atkspeed_pct,0.01,proposed,1,마법사 직업 마스터리 T1-1 — 랭크당 [combat_stat.csv:action_period] 감소 %. 죄종 T1 공속과 같은 값 (skill_design §3-4 · 2026-09-22 T1-3 → T1-1)
mastery_mage_t1_cdr_pct,0.01,proposed,1,마법사 직업 마스터리 T1-2 — 랭크당 [combat_stat.csv:cooldown_reduction] %. 사제 T1-2 · 나태 T2-3 과 같은 값 (skill_design §3-4 · 2026-09-22 · R138)
mastery_mage_t1_crush_pct,0.004,proposed,1,마법사 직업 마스터리 T1-3 — 랭크당 강타(`crushing_blow_pct`). 폭식 T2-2 와 같은 값 (skill_design §3-4 · 2026-09-22 · R138)
mastery_priest_t1_atkspeed_pct,0.01,proposed,1,사제 직업 마스터리 T1-1 — 랭크당 [combat_stat.csv:action_period] 감소 %. 죄종 T1 공속과 같은 값 (skill_design §3-4 · 2026-09-22 · R138)
mastery_priest_t1_cdr_pct,0.01,proposed,1,사제 직업 마스터리 T1-2 — 랭크당 [combat_stat.csv:cooldown_reduction] %. 나태 T2-3 과 같은 값 · ⚠ 회복 쿨감이 곧 런 깊이라 캘리브레이션 1순위 (skill_design §3-4 · 2026-09-22 T1-3 → T1-2)
mastery_priest_t1_buffdur_pct,0.03,proposed,1,사제 직업 마스터리 T1-3 — 랭크당 버프 지속시간 +%(`buff_dur_pct` — 반지 · 목걸이 공통옵션과 같은 채널 · 거는 버프 창이 길어진다) · ⚠제안 — 5랭크 = 장비 한 줄(0.05~0.15)의 윗단 (skill_design §3-4 · 2026-09-22 · R138)
mastery_archer_t1_atkspeed_pct,0.01,proposed,1,궁수 직업 마스터리 T1-1 — 랭크당 [combat_stat.csv:action_period] 감소 %. 죄종 T1 공속과 같은 값 (skill_design §3-4 · 2026-09-22 · R138)
mastery_archer_t1_critchance_pct,0.01,proposed,1,궁수 직업 마스터리 T1-2 — 랭크당 [combat_stat.csv:crit_rate] %. 분노 T2-2 와 같은 값 (skill_design §3-4 · 2026-09-22 T1-3 → T1-2)
mastery_archer_t1_hitbonus_pct,0.02,proposed,1,궁수 직업 마스터리 T1-3 — 랭크당 [combat_stat.csv:hit_bonus] 명중률(레벨 차 적중률에 더한다 · [balance.csv:hit_base_pct] 를 넘지 않는다) · ⚠제안 — 5랭크 = 레벨 2 부족분([balance.csv:hit_per_level_deficit_pct] × 2) (skill_design §3-4 · battle_design §9-4 · 2026-09-22 · R138)
mastery_t2_weapon_damage_pct,0.02,proposed,1,직업 마스터리 T2-1 — 랭크당 상시 피해 %(데미지 % 괄호) · **든 무기가 켠다**(빠른 무기 — 둔기 · 창 · 오브 · 십자가 · 활 · `mastery_node.csv:requires`) · 죄종 T1 데미지와 같은 값 (skill_design §3-5 · 2026-09-22 · R138)
mastery_t2_weapon_atkspeed_pct,0.01,proposed,1,직업 마스터리 T2-2 — 랭크당 [combat_stat.csv:action_period] 감소 % · **든 무기가 켠다**(느린 무기 — 도끼 · 양손검 · 스태프 · 성경 · 석궁) · 죄종 T1 공속과 같은 값 (skill_design §3-5 · 2026-09-22 · R138)
mastery_heavy_t2_atkspeed_pct,0.02,proposed,1,중갑 마스터리(전사 · 기사 T2-3) — 랭크당 [combat_stat.csv:action_period] 감소 % · **갑옷 칸이 중갑일 때만**. ⚠제안 — 5랭크 = 중갑의 공속 손해([armor_group.csv:heavy.aspd_pct])를 되산다 (skill_design §3-5 · §3-6 · 2026-09-22 · R138)
mastery_robe_t2_def_flat,2,proposed,1,로브 마스터리(마법사 · 사제 T2-3) — 랭크당 [combat_stat.csv:defense] 고정치 · **갑옷 칸이 로브일 때만**. ⚠제안 — 기사 T1-2 와 같은 값 · 「로브 입은 마법사 < 중갑 입은 전사」가 유지돼야 한다 (skill_design §3-6 · 2026-09-22 · R138)
mastery_light_t2_hp_pct,0.02,proposed,1,경갑 마스터리(궁수 T2-3) — 랭크당 [combat_stat.csv:hp_max] % · **갑옷 칸이 경갑일 때만**. ⚠제안 — 나태 T2-1 과 같은 값 (skill_design §3-6 · 2026-09-22 · R138)
mastery_warrior_t1_atk_pct,0.02,proposed,1,전사 직업 마스터리 T1 — 랭크당 상시 피해 % · 공식 [1] 의 (1+Σ상시%) 괄호에 덧셈 · 5랭크 상한 [balance.csv:mastery_t1_max_rank]. 죄종 T1 데미지와 같은 채널·같은 값 (skill_design §3-4) (2026-08-28 방향 확정 · 값 미정)
tactic_grade_weight_common,70,proposed,1,전술 옵션 리롤이 **일반**을 낼 상대 가중치 — 셋의 합이 분모다(백분율이 아니다). 리롤은 가족과 등급을 같이 굴린다 (tactic_card_design §5-5). ⚠ 기획 미정 — §5-3 「등급 출현 가중치」가 열려 있어 형태만 잡고 값은 임시다 (2026-09-02 등급 축 코드 반영하면서 발행)
tactic_grade_weight_magic,25,proposed,1,전술 옵션 리롤이 **매직**을 낼 상대 가중치. ⚠ 기획 미정 — 값 임시 (2026-09-02 등급 축 코드 반영하면서 발행)
