champion_id,champion_kr,champion_en,title_kr,tags,slot,skill_kr,skill_en,cooldown,desc_kr
Gnar,나르,Gnar,잃어버린 고리,Fighter|Tank,P,분노 유전자,Rage Gene,-,나르는 전투 중 분노가 생성됩니다. 분노가 최고치에 도달하면 다음번 스킬을 사용할 때 메가 나르로 변신하여 생존력이 커지고 스킬이 바뀝니다.
Gnar,나르,Gnar,잃어버린 고리,Fighter|Tank,Q,부메랑 던지기 / 돌덩이 던지기,Boomerang Throw / Boulder Toss,16/14.5/13/11.5/10,"나르가 부메랑을 던지면 맞힌 적에게 피해를 입히고 속도를 늦춘 다음 나르에게 돌아옵니다. 나르가 부메랑을 받으면 재사용 대기시간이 감소합니다. 메가 나르는 돌덩어리를 던져 주위 모두에게 피해를 입히고 속도를 늦춥니다. 던져진 돌덩어리는 적에게 맞으면 그 자리에 멈추며, 메가 나르가 다시 집어들면 재사용 대기시간이 감소합니다."
Gnar,나르,Gnar,잃어버린 고리,Fighter|Tank,W,슝슝 / 쿵쾅,Hyper / Wallop,7,"나르는 기본 공격과 스킬 공격을 하면 신이 나서 추가 피해를 입히며 이동 속도가 상승합니다. 메가 나르는 너무 분노해 있어서, 뒷발로 일어나서 전방을 꽝 내리치며 일정 범위 안의 적들을 기절시킵니다."
Gnar,나르,Gnar,잃어버린 고리,Fighter|Tank,E,폴짝 / 우지끈,Hop / Crunch,22/19.5/17/14.5/12,"나르가 대상 지점으로 폴짝 뛰며, 유닛의 머리 위에 착지하는 경우에는 튕겨서 더 멀리 날아갑니다. 메가 나르는 튕겨가기에는 너무 커서, 대신 착지한 지면에 균열을 일으키고 주위 일정 반경에 피해를 입힙니다."
Gnar,나르,Gnar,잃어버린 고리,Fighter|Tank,R,나르!,GNAR!,90/60/30,메가 나르가 선택한 방향으로 주위 모두를 집어던져 피해를 입히고 속도를 늦춥니다. 벽에 부딪힌 적은 기절하며 추가 피해를 입습니다.
Gragas,그라가스,Gragas,술취한 난동꾼,Fighter|Mage,P,서비스 시간,Happy Hour,-,그라가스가 스킬을 사용하면 주기적으로 체력을 회복합니다.
Gragas,그라가스,Gragas,술취한 난동꾼,Fighter|Mage,Q,술통 굴리기,Barrel Roll,10/9/8/7/6,"그라가스가 술통을 굴려 폭발시킵니다. 술통은 4초 뒤 자동으로 폭발하며 스킬을 다시 사용하여 직접 폭발시킬 수도 있습니다. 술통이 오래 남아 있을수록 위력이 증가하며, 폭발에 맞은 적은 둔화됩니다."
Gragas,그라가스,Gragas,술취한 난동꾼,Fighter|Mage,W,취중 분노,Drunken Rage,5,그라가스가 1초 동안 가장 최근에 주조한 술을 맛봅니다. 술을 맛본 그라가스는 요란하고 난폭해져 받는 피해가 줄어들고 다음번 기본 공격 시 근처의 모든 대상에게 추가 마법 피해를 입힙니다.
Gragas,그라가스,Gragas,술취한 난동꾼,Fighter|Mage,E,몸통 박치기,Body Slam,14/13.5/13/12.5/12,그라가스가 지정한 위치로 몸을 날려 가장 먼저 부딪히는 적과 그 주변의 다른 적 유닛에게 피해를 주며 기절시킵니다.
Gragas,그라가스,Gragas,술취한 난동꾼,Fighter|Mage,R,술통 폭발,Explosive Cask,100/85/70,"그라가스가 술통을 지정한 위치에 던져, 폭발 반경 내의 적들에게 피해를 입히고 멀리 밀어냅니다."
Graves,그레이브즈,Graves,무법자,Marksman,P,새로운 운명,New Destiny,-,그레이브즈의 산탄총에는 몇 가지 특징이 있습니다. 총탄이 떨어지면 총을 새로 장전해야 합니다. 공격 시 4개의 탄환이 발사되며 유닛을 관통해서 공격할 수 없습니다. 챔피언이 아닌 유닛이 탄환을 여러 개 맞으면 뒤로 밀려납니다.
Graves,그레이브즈,Graves,무법자,Marksman,Q,화약 역류,End of the Line,13/11.25/9.5/7.75/6,그레이브즈가 탄환을 발사합니다. 탄환은 발사 1초 뒤 또는 지형에 충돌 시 폭발합니다.
Graves,그레이브즈,Graves,무법자,Marksman,W,연막탄,Smoke Screen,26/24/22/20/18,그레이브즈가 목표 지점에 연막탄을 발사하여 시야를 좁히는 연기 구름을 만들어냅니다. 처음으로 연막탄에 맞은 적은 마법 피해를 입고 잠시 동안 이동 속도가 감소합니다.
Graves,그레이브즈,Graves,무법자,Marksman,E,빨리 뽑기,Quickdraw,16/15/14/13/12,"그레이브즈가 전방으로 돌진하여 몇 초 동안 방어력과 마법 저항력이 상승하며, 적 챔피언을 향해 돌진할 경우에는 진정한 용기가 두 번 중첩됩니다. 기본 공격으로 적을 명중시키면 스킬 재사용 대기시간이 감소하고 추가 방어력 및 마법 저항력 지속시간이 초기화됩니다."
Graves,그레이브즈,Graves,무법자,Marksman,R,무고한 희생자,Collateral Damage,100/80/60,그레이브즈가 폭발성 탄환을 발사하여 처음 맞은 챔피언에게 큰 피해를 입힙니다. 탄환은 챔피언을 맞히거나 사거리 끝까지 날아간 다음 폭발하여 원뿔 형태의 범위에 피해를 줍니다.
Gwen,그웬,Gwen,신성한 재봉사,Fighter,P,가위 난도질,A Thousand Cuts,-,그웬의 기본 공격이 대상의 체력에 비례해 추가 마법 피해를 입힙니다. 챔피언을 상대로 기본 공격 시 해당 피해의 일부만큼 체력을 회복합니다.
Gwen,그웬,Gwen,신성한 재봉사,Fighter,Q,싹둑싹둑!,Snip Snip!,6.5/5.75/5/4.25/3.5,그웬이 최대 6회까지 가위질하여 원뿔 범위에 마법 피해를 입힙니다. 중앙에 있는 유닛에게는 고정 피해를 입히고 적중할 때마다 기본 지속 효과를 적용합니다.
Gwen,그웬,Gwen,신성한 재봉사,Fighter,W,신성한 안개,Hallowed Mist,22/21/20/19/18,그웬이 안개를 소환하여 안개 밖에 있는 적으로부터 자신을 보호합니다. 안개에 들어오는 적만이 그웬을 대상으로 지정할 수 있습니다.
Gwen,그웬,Gwen,신성한 재봉사,Fighter,E,돌격가위,Skip 'n Slash,13/12.5/12/11.5/11,"짧은 거리를 돌진한 후 몇 초 동안 그웬의 공격 속도, 공격 사거리, 적중 시 마법 피해가 증가합니다. 이때 적에게 공격을 적중시키면 이 스킬의 재사용 대기시간을 일부 돌려받습니다."
Gwen,그웬,Gwen,신성한 재봉사,Fighter,R,바느질,Needlework,120/100/80,"그웬이 바늘을 던져 적중한 적에게 마법 피해를 입히고 둔화시킵니다. 챔피언에게 적중 시 가위 난도질을 적용합니다. 이 스킬은 최대 2회 더 사용할 수 있으며, 재사용할 때마다 추가 바늘을 던져 더 많은 피해를 입힙니다."
Hecarim,헤카림,Hecarim,전쟁의 전조,Fighter|Tank,P,출정,Warpath,-,헤카림의 공격력이 추가 이동 속도의 일정 비율만큼 증가합니다.
Hecarim,헤카림,Hecarim,전쟁의 전조,Fighter|Tank,Q,회오리 베기,Rampage,4,헤카림이 주변 적을 베어 물리 피해를 입힙니다. 한 명의 적이라도 적중 시 다음 회오리 베기의 피해량이 증가하며 재사용 대기시간이 감소합니다.
Hecarim,헤카림,Hecarim,전쟁의 전조,Fighter|Tank,W,공포의 망령,Spirit of Dread,14,"헤카림이 방어력과 마법 저항력을 얻습니다. 주변 적들에게 마법 피해를 입히고, 적들이 입은 피해의 일정 비율에 해당하는 체력을 회복합니다."
Hecarim,헤카림,Hecarim,전쟁의 전조,Fighter|Tank,E,파멸의 돌격,Devastating Charge,20/19/18/17/16,"잠깐 동안 헤카림의 이동 속도가 빨라지고 다른 유닛을 통과해 이동할 수 있습니다. 다음번 공격은 대상을 뒤로 밀어내고, 스킬을 사용한 후 이동한 거리에 비례하여 추가 물리 피해를 입힙니다."
Hecarim,헤카림,Hecarim,전쟁의 전조,Fighter|Tank,R,그림자의 맹습,Onslaught of Shadows,140/120/100,"헤카림이 유령 기수들을 소환하며 전방으로 돌진해 일직선 상에 마법 피해를 입힙니다. 헤카림이 돌격을 멈추면 충격파가 발생하여, 주변 적들이 공포에 사로잡혀 달아납니다."
Heimerdinger,하이머딩거,Heimerdinger,위대한 발명가,Mage|Support,P,마법공학 전문가,Hextech Affinity,-,아군 포탑이나 하이머딩거가 설치한 포탑 주변에서 이동 속도가 증가합니다.
Heimerdinger,하이머딩거,Heimerdinger,위대한 발명가,Mage|Support,Q,H-28 G 진화형 포탑,H-28 G Evolution Turret,1,하이머딩거가 관통 광선 공격이 추가된 속사포 포탑을 설치합니다. (하이머딩거의 포탑은 적 포탑에 절반의 피해만 줍니다.)
Heimerdinger,하이머딩거,Heimerdinger,위대한 발명가,Mage|Support,W,마법공학 초소형 로켓,Hextech Micro-Rockets,11/10/9/8/7,하이머딩거가 마우스 커서 위치로 모이는 초소형 로켓들을 발사합니다.
Heimerdinger,하이머딩거,Heimerdinger,위대한 발명가,Mage|Support,E,CH-2 전자폭풍 수류탄,CH-2 Electron Storm Grenade,11,"하이머딩거가 목표 위치에 수류탄을 던져 적에게 피해를 입힙니다. 수류탄에 직격당한 적은 기절하며, 빗겨맞은 유닛은 느려집니다."
Heimerdinger,하이머딩거,Heimerdinger,위대한 발명가,Mage|Support,R,업그레이드!!!,UPGRADE!!!,100/85/70,"하이머딩거가 업그레이드를 개발하여, 다음 스킬의 효과가 증가합니다."
Hwei,흐웨이,Hwei,몽상가,Mage|Support,P,몽상가의 서명,Signature of the Visionary,-,흐웨이가 스킬로 적 챔피언에게 피해를 입히면 서명으로 마무리할 준비를 합니다. 다시 한번 적에게 스킬로 피해를 입히면 서명이 완성되어 발밑에 남습니다. 발밑에 남겨진 서명은 잠시 후에 폭발해 사거리 내 모든 적에게 마법 피해를 입힙니다.
Hwei,흐웨이,Hwei,몽상가,Mage|Support,Q,주제: 참사,Subject: Disaster,10/9/8/7/6,"흐웨이가 일련의 참사를 상상하며 파괴적인 일격을 그립니다. 흐웨이의 스킬을 공격 스킬인 파멸의 화염, 절단의 번개, 녹아내린 균열로 교체합니다."
Hwei,흐웨이,Hwei,몽상가,Mage|Support,W,주제: 평온,Subject: Serenity,18/17.5/17/16.5/16,"흐웨이가 일련의 평온을 상상하며 힘을 북돋는 배경을 그립니다. 흐웨이의 스킬을 보조 스킬인 쏜살같은 물살, 반사의 웅덩이, 요동치는 빛으로 교체합니다."
Hwei,흐웨이,Hwei,몽상가,Mage|Support,E,주제: 고통,Subject: Torment,12/11.5/11/10.5/10,"흐웨이가 일련의 고통을 상상하며 제어하는 형상을 그립니다. 흐웨이의 스킬을 군중 제어 스킬인 암울한 형상, 심연의 응시, 파괴의 아귀로 교체합니다."
Hwei,흐웨이,Hwei,몽상가,Mage|Support,R,절망의 소용돌이,Spiraling Despair,120/100/80,흐웨이가 순수한 절망의 환상을 그립니다. 처음 맞은 적을 중심으로 그림이 점점 커지며 주변 적을 둔화시키고 피해를 입힙니다. 환상은 최대 크기가 되거나 챔피언이 죽으면 폭발합니다.
Illaoi,일라오이,Illaoi,크라켄의 여사제,Fighter|Tank,P,고대신의 예언자,Prophet of an Elder God,-,"일라오이와 그녀의 숙주는 근처의 통과할 수 없는 지형에 촉수를 소환합니다. 촉수는 영혼과 숙주, 그리고 혹독한 가르침 스킬의 희생양을 공격합니다. 촉수에게 맞는 적들은 물리 피해를 입습니다."
Illaoi,일라오이,Illaoi,크라켄의 여사제,Fighter|Tank,Q,촉수 강타,Tentacle Smash,10/9/8/7/6,촉수의 피해량이 증가합니다. 사용 시 일라오이가 촉수로 내리쳐 물리 피해를 입힙니다.
Illaoi,일라오이,Illaoi,크라켄의 여사제,Fighter|Tank,W,혹독한 가르침,Harsh Lesson,4,"일라오이가 대상으로 도약해 물리 피해를 입히며, 근처의 촉수 또한 대상을 공격합니다."
Illaoi,일라오이,Illaoi,크라켄의 여사제,Fighter|Tank,E,영혼의 시험,Test of Spirit,16/15/14/13/12,"일라오이가 적의 몸에서 영혼을 분리해 자신의 앞에 서게 만듭니다. 영혼은 자신이 입는 피해량의 일부를 원래의 대상에게 돌려줍니다. 대상이 처치되거나 영혼에서 너무 멀어지면, 대상은 숙주가 되어 촉수를 소환하기 시작합니다."
Illaoi,일라오이,Illaoi,크라켄의 여사제,Fighter|Tank,R,믿음의 도약,Leap of Faith,120/95/70,일라오이가 자신의 성상을 바닥에 내리쳐 근처 적들에게 물리 피해를 입힙니다. 피해를 입는 적 챔피언 한 명당 하나의 촉수가 소환됩니다.
Irelia,이렐리아,Irelia,칼날 무희,Fighter|Assassin,P,아이오니아의 열정,Ionian Fervor,-,"이렐리아의 스킬이 적에게 적중하면 중첩이 쌓이며, 중첩에 따라 추가 공격 속도가 적용됩니다. 최대 중첩이 쌓이면 적중 시 피해도 증가합니다."
Irelia,이렐리아,Irelia,칼날 무희,Fighter|Assassin,Q,칼날 쇄도,Bladesurge,10/9/8/7/6,이렐리아가 돌진해 대상을 공격하고 체력을 회복합니다. 대상에게 표식이 있거나 칼날 쇄도로 적을 처치하면 칼날 쇄도의 재사용 대기시간이 초기화됩니다.
Irelia,이렐리아,Irelia,칼날 무희,Fighter|Assassin,W,저항의 춤,Defiant Dance,20/18/16/14/12,이렐리아가 칼날에 힘을 충전한 뒤 공격합니다. 충전 중에는 이렐리아가 받는 물리 피해량이 감소하며 충전을 오래 할수록 공격이 강력해집니다.
Irelia,이렐리아,Irelia,칼날 무희,Fighter|Assassin,E,쌍검협무,Flawless Duet,16/14.5/13/11.5/10,이렐리아가 칼날 두 개를 던진 후 두 칼날이 서로를 향해 날아갑니다. 날아가는 칼날에 맞은 적은 피해를 입으며 기절한 뒤 표식이 생깁니다.
Irelia,이렐리아,Irelia,칼날 무희,Fighter|Assassin,R,선봉진격검,Vanguard's Edge,125/105/85,이렐리아가 칼날 다발을 발사합니다. 적 챔피언에게 적중하면 칼날 다발이 넓게 펼쳐지며 이때 칼날에 적중한 모든 적에게 피해를 주고 표식을 남깁니다. 또한 칼날이 형성한 결계를 적이 통과하면 피해를 입고 둔화됩니다.
Ivern,아이번,Ivern,자연의 아버지,Support|Mage,P,숲의 친구,Friend of the Forest,-,"아이번은 에픽 몬스터를 제외한 몬스터와는 서로 공격할 수 없지만, 대신 정글 캠프에 마법의 덤불을 심을 수 있습니다. 덤불은 시간이 지나면서 점점 자라나고, 완전히 자라난 후 클릭하면 몬스터가 풀려나며 아이번은 골드와 경험치를 얻게 됩니다."
Ivern,아이번,Ivern,자연의 아버지,Support|Mage,Q,덩굴뿌리,Rootcaller,14/13/12/11/10,아이번이 덩굴뿌리를 던져 적중한 적을 속박하고 피해를 입힙니다. 아군은 속박된 대상에게 돌진할 수 있습니다.
Ivern,아이번,Ivern,자연의 아버지,Support|Mage,W,수풀 가꾸기,Brushmaker,0.5,아이번과 주변 아군이 수풀 속에 있으면 기본 공격 시 추가 마법 피해를 입힙니다. 이 스킬을 사용하면 수풀을 심을 수 있습니다.
Ivern,아이번,Ivern,자연의 아버지,Support|Mage,E,보호의 씨앗,Triggerseed,11/10/9/8/7,아이번이 아군에게 보호막을 씌웁니다. 보호막은 잠시 후 폭발하며 적에게 피해를 입히고 둔화시킵니다. 적중한 적이 없으면 보호막이 재생성됩니다.
Ivern,아이번,Ivern,자연의 아버지,Support|Mage,R,데이지!,Daisy!,140/130/120,아이번이 파수꾼 친구 데이지를 소환해 함께 싸우도록 합니다. 다시 사용하면 데이지에게 공격 또는 이동을 지시합니다.
Janna,잔나,Janna,폭풍의 분노,Support|Mage,P,순풍,Tailwind,-,아군이 잔나를 향해 움직일 때 이동 속도가 증가합니다. 잔나가 적중 시 및 서풍으로 추가 이동 속도의 일정 비율만큼 추가 마법 피해를 입힙니다.
Janna,잔나,Janna,폭풍의 분노,Support|Mage,Q,울부짖는 돌풍,Howling Gale,14,"잔나가 기압과 온도를 국지적으로 변경하여 시간이 지나면 점점 커지는 작은 폭풍을 생성합니다. 스킬을 다시 사용하면 폭풍을 날려보낼 수 있습니다. 폭풍은 스킬을 사용한 방향으로 날아가며, 경로에 있는 적들에게 피해를 입히고 공중으로 띄워 올립니다."
Janna,잔나,Janna,폭풍의 분노,Support|Mage,W,서풍,Zephyr,8/7.5/7/6.5/6,잔나가 기본 지속 효과로 정령을 소환하여 이동 속도를 높이고 다른 유닛 사이로 지나갈 수 있게 됩니다. 스킬을 활성화할 경우 적에게 피해를 입히고 이동 속도를 늦출 수 있습니다.
Janna,잔나,Janna,폭풍의 분노,Support|Mage,E,폭풍의 눈,Eye Of The Storm,16/15/14/13/12,잔나가 방어용 광풍을 만들어 아군 챔피언이나 포탑을 공격에서 보호하고 공격력을 높여줍니다.
Janna,잔나,Janna,폭풍의 분노,Support|Mage,R,계절풍,Monsoon,130/115/100,잔나가 자신을 마법의 폭풍으로 둘러싸며 적을 뒤로 밀어냅니다. 폭풍이 잦아들면 능력의 효과가 끝날 때까지 부드러운 바람이 아군을 치료합니다.
JarvanIV,자르반 4세,Jarvan IV,데마시아의 귀감,Fighter|Tank,P,전장의 군가,Martial Cadence,-,자르반의 첫 기본 공격이 적의 현재 체력에 비례하여 추가 물리 피해를 입힙니다. 이 효과에 이미 당한 적은 몇 초 동안 이 효과로 인한 피해를 다시 받지 않습니다.
JarvanIV,자르반 4세,Jarvan IV,데마시아의 귀감,Fighter|Tank,Q,용의 일격,Dragon Strike,10/9/8/7/6,"자르반 4세가 창을 길게 늘여 창에 맞는 적에게 물리 피해를 입히고 방어력을 낮춥니다. 또한 이 스킬을 데마시아의 깃발에게 사용하면 자르반이 깃발 쪽으로 이동하며, 그 과정에서 부딪히는 적들을 모두 공중에 띄웁니다."
JarvanIV,자르반 4세,Jarvan IV,데마시아의 귀감,Fighter|Tank,W,황금빛 방패,Golden Aegis,9,자르반 4세가 데마시아의 고대 왕들의 힘을 빌려 피해를 흡수하는 보호막을 소환하고 주변 적의 이동 속도를 늦춥니다.
JarvanIV,자르반 4세,Jarvan IV,데마시아의 귀감,Fighter|Tank,E,데마시아의 깃발,Demacian Standard,12/11.5/11/10.5/10,"데마시아의 긍지를 품은 자르반 4세의 공격 속도가 상승합니다. 데마시아의 깃발을 사용하면 자르반 4세가 데마시아의 깃발을 꽂아 마법 피해를 가하며, 주변 아군 챔피언의 공격 속도를 올려 줍니다."
JarvanIV,자르반 4세,Jarvan IV,데마시아의 귀감,Fighter|Tank,R,대격변,Cataclysm,120/105/90,자르반 4세가 적을 향해 엄청난 기세로 뛰어들어 주변 지역을 투기장으로 만들어버립니다. 착지하는 순간 주위 적들에게 피해를 입힙니다.
Jax,잭스,Jax,무기의 달인,Fighter,P,가차없는 맹공,Relentless Assault,-,잭스가 연속해서 기본 공격을 가하면 공격 속도가 상승합니다.
Jax,잭스,Jax,무기의 달인,Fighter,Q,도약 공격,Leap Strike,8/7.5/7/6.5/6,잭스가 목표 유닛을 향해 뛰어오릅니다. 대상이 적일 경우 무기로 내려칩니다.
Jax,잭스,Jax,무기의 달인,Fighter,W,무기 강화,Empower,7/6/5/4/3,잭스가 무기에 힘을 모아 다음 번 적을 공격할 때 강력한 추가 피해를 입힙니다.
Jax,잭스,Jax,무기의 달인,Fighter,E,반격,Counter Strike,17/15/13/11/9,잭스가 뛰어난 전투 실력으로 짧은 시간동안 적의 공격을 모두 피할 수 있게 됩니다. 공격을 피한 뒤에는 재빨리 반격해 주변의 적을 모두 기절시킵니다.
Jax,잭스,Jax,무기의 달인,Fighter,R,무기의 달인,Grandmaster-at-Arms,110/100/90,"매 세 번째 연속 공격마다 추가 마법 피해를 줍니다. 또 잭스는 이 스킬을 통해 자신의 주변에 피해를 입히고 결의를 다져, 잠깐 동안 방어력과 마법 저항력이 상승합니다."
Jayce,제이스,Jayce,미래의 수호자,Fighter|Marksman,P,마법공학 축전기,Hextech Capacitor,-,제이스가 무기를 바꾸면 잠시 동안 이동 속도가 증가합니다.
Jayce,제이스,Jayce,미래의 수호자,Fighter|Marksman,Q,하늘로! / 전격 폭발,To the Skies! / Shock Blast,16/14/12/10/8/6,해머 사용 시: 공중으로 도약해 적들에게 물리 피해를 입히고 이동 속도를 감소시킵니다. 캐논 사용 시: 적을 맞히거나 사거리 끝에 닿으면 폭발하는 전기 구체를 발사해 맞은 적 모두에게 물리 피해를 입힙니다.
Jayce,제이스,Jayce,미래의 수호자,Fighter|Marksman,W,전류 역장 / 초전하,Lightning Field / Hyper Charge,10,해머 사용 시: 기본 지속 효과: 매 공격 시마다 마나가 회복됩니다. 사용 시: 몇 초 동안 주위 적에게 피해를 입히는 전류 역장을 생성합니다. 캐논 사용 시: 동력이 대폭 증가하여 다음 몇 차례의 공격에 대한 공격 속도가 최대로 증가합니다.
Jayce,제이스,Jayce,미래의 수호자,Fighter|Marksman,E,천둥 강타 / 가속 관문,Thundering Blow / Acceleration Gate,20/18/16/14/12/10,"해머 사용 시: 적에게 마법 피해를 가하고 짧은 거리 만큼 뒤로 밀쳐냅니다. 캐논 사용 시: 가속 관문을 열어, 이 관문을 통과하는 모든 아군 챔피언의 이동 속도를 증가시킵니다. 이 관문을 통해 전격 폭발을 발사할 경우 전기 구체의 이동 속도와 사거리가 증가하며, 피해량 또한 증가합니다."
Jayce,제이스,Jayce,미래의 수호자,Fighter|Marksman,R,머큐리 캐논 / 머큐리 해머,Mercury Cannon / Mercury Hammer,6,해머 사용 시: 머큐리 해머를 머큐리 캐논으로 변환하여 새로운 스킬을 사용하며 사거리가 늘어납니다. 변환 후 첫 번째 공격은 적의 방어력과 마법 저항력을 감소시킵니다. 캐논 사용 시: 머큐리 캐논을 머큐리 해머로 변환하여 새로운 스킬을 사용하며 방어력과 마법 저항력이 증가합니다. 변환 후 첫 번째 공격은 추가 마법 피해를 입힙니다.
Jhin,진,Jhin,잔혹극의 거장,Marksman|Mage,P,속삭임,Whisper,-,"'속삭임'이라고 불리는 진의 총은 우월한 살상력을 위해 설계된 정밀 기계입니다. 발사 속도는 고정되어 있으며 총탄은 네 발만 장전됩니다. 네 발째 총탄은 진의 어두운 마법에 물들어 항상 치명타를 입히며 잃은 체력에 비례한 피해를 추가로 입힙니다. 속삭임으로 치명타를 발동시키면, 진의 이동 속도가 잠깐 동안 크게 상승합니다."
Jhin,진,Jhin,잔혹극의 거장,Marksman|Mage,Q,춤추는 유탄,Dancing Grenade,7/6.5/6/5.5/5,"진이 마법 폭탄을 적에게 던집니다. 최대 네 명의 대상에게 적중하며, 적을 처치할 때마다 피해량이 증가합니다."
Jhin,진,Jhin,잔혹극의 거장,Marksman|Mage,W,살상연희,Deadly Flourish,12,진이 지휘봉을 휘두르며 엄청난 사거리를 지닌 한 발의 탄환을 발사합니다. 미니언과 몬스터는 관통하지만 챔피언에 맞으면 정지합니다. 적중한 대상이 좀 전에 연꽃 함정에 걸렸거나 진의 아군 또는 진에게 피해를 입었다면 속박됩니다.
Jhin,진,Jhin,잔혹극의 거장,Marksman|Mage,E,강제 관람,Captive Audience,2,진이 은신 상태에 있다가 밟으면 작동하는 연꽃 함정을 설치합니다. 함정이 작동하면 주위 적을 둔화시킨 후 날카로운 꽃잎들이 폭발하며 피해를 입힙니다. 죽음의 미학 - 진이 적 챔피언을 처치하면 사망한 챔피언 주위에 연꽃 함정이 피어납니다.
Jhin,진,Jhin,잔혹극의 거장,Marksman|Mage,R,커튼 콜,Curtain Call,120/105/90,"진이 정신 집중을 해 속삭임을 견착식 저격포로 변신시킵니다. 엄청난 사거리에서 4발의 강력한 탄환을 발사하며, 탄환은 미니언과 몬스터는 관통하지만 챔피언에 맞으면 정지합니다. 적중당한 적은 둔화되며 잃은 체력에 비례한 추가 피해를 입습니다. 특별히 완벽하게 세공된 4번째 탄환은 더욱 강력하여 항상 치명타가 적용됩니다."
Jinx,징크스,Jinx,난폭한 말괄량이,Marksman,P,신난다!,Get Excited!,-,징크스는 적 챔피언이나 에픽 정글 몬스터 처치에 관여하거나 구조물 파괴를 도우면 이동 속도와 공격 속도가 대폭 상승합니다.
Jinx,징크스,Jinx,난폭한 말괄량이,Marksman,Q,휘릭휘릭!,Switcheroo!,0.9,"징크스는 '빵야빵야' 미니건과 '생선대가리' 로켓 런처 중에서 원하는 것을 선택하여 기본 공격을 변경할 수 있습니다. 미니건으로 공격하면 공격 속도가 상승하고, 로켓 런처로 공격하면 광역 피해를 입히고 사거리가 증가하지만 마나가 소모되고 공격 속도가 느려집니다."
Jinx,징크스,Jinx,난폭한 말괄량이,Marksman,W,빠직!,Zap!,8/7/6/5/4,징크스가 빠직!으로 전기 충격파를 발사해 처음 적중한 적을 둔화시키고 위치를 드러내며 피해를 입힙니다.
Jinx,징크스,Jinx,난폭한 말괄량이,Marksman,E,와작와작 뻥!,Flame Chompers!,24/20.5/17/13.5/10,징크스가 와작와작 지뢰를 일렬로 던지면 5초 후에 폭발하며 주변 적들을 불태웁니다. 와작와작 지뢰는 적 챔피언이 밟으면 물어뜯어 제자리에 묶습니다.
Jinx,징크스,Jinx,난폭한 말괄량이,Marksman,R,초강력 초토화 로켓!,Super Mega Death Rocket!,85/65/45,"징크스가 맵을 가로지르는 강력한 로켓을 발사합니다. 발사 후 비행 거리에 비례해 로켓의 피해량이 증가합니다. 로켓은 적 챔피언과 충돌하면 폭발하며, 해당 챔피언과 주위의 적에게 잃은 체력에 비례하여 피해를 입힙니다."
KSante,크산테,K'Sante,나주마의 긍지,Tank|Fighter,P,불굴의 본능,Dauntless Instinct,-,크산테의 스킬이 대상에게 표식을 남겨 다음번 기본 공격 시 추가 피해를 입힙니다. 총공세 시 크산테가 모든 기본 공격과 스킬로 입히는 피해량이 증가합니다.
KSante,크산테,K'Sante,나주마의 긍지,Tank|Fighter,Q,엔토포 타격,Ntofo Strikes,3.5,크산테가 타격해 짧은 일직선상에 있는 적에게 피해를 입히고 둔화시킵니다. 적중 시 엔토포 타격 중첩을 1회 얻습니다. 2회 중첩되면 크산테가 적들을 끌어당기는 충격파를 발사합니다. 총공세 시 재사용 대기시간이 감소합니다.
KSante,크산테,K'Sante,나주마의 긍지,Tank|Fighter,W,길을 여는 자,Path Maker,14/13/12/11/10,크산테가 충전하며 받는 피해량이 감소합니다. 이후 돌진하며 적을 뒤로 밀어내고 기절시킵니다. 총공세 시 피해량이 증가하고 더는 적을 뒤로 밀어내거나 기절시키지 않습니다.
KSante,크산테,K'Sante,나주마의 긍지,Tank|Fighter,E,발놀림,Footwork,10/9.5/9/8.5/8,크산테가 돌진해 보호막을 얻습니다. 아군을 대상으로 지정하면 크산테가 해당 아군에게 돌진하며 돌진 사거리가 증가하고 크산테와 아군 모두 보호막을 얻습니다. 총공세 시 재사용 대기시간이 감소하고 속도가 증가합니다.
KSante,크산테,K'Sante,나주마의 긍지,Tank|Fighter,R,총공세,All Out,120/100/80,"크산테가 적을 뒤로 밀어내며 경로에 있는 벽을 뚫고 날려 버립니다. 이후 총공세 상태에 돌입하고 적을 뒤쫓아 돌진하며, 이때 방어력이 감소하는 대신 피해량과 체력 회복량이 증가하고 변형된 스킬을 얻습니다."
Kaisa,카이사,Kai'Sa,공허의 딸,Marksman|Mage,P,두 번째 피부,Second Skin,-,카이사는 기본 공격으로 플라즈마 중첩을 쌓아 그에 따른 추가 마법 피해를 입힙니다. 아군의 이동 불가 효과가 적에게 적용됐을 때에도 플라즈마 중첩이 쌓입니다. 살아있는 무기 효과는 카이사가 구입하는 아이템에 따라 스킬을 강화시킵니다.
Kaisa,카이사,Kai'Sa,공허의 딸,Marksman|Mage,Q,이케시아 폭우,Icathian Rain,10/9/8/7/6,카이사가 근처 적들을 추격하는 미사일 세례를 퍼붓습니다. 살아있는 무기: 이케시아 폭우가 발사하는 미사일 개수가 증가합니다.
Kaisa,카이사,Kai'Sa,공허의 딸,Marksman|Mage,W,공허추적자,Void Seeker,20/18.5/17/15.5/14,"카이사가 장거리 광선을 발사하며, 광선에 적중한 적에게 플라즈마 중첩이 쌓입니다. 살아있는 무기: 공허추적자 적중 시 플라즈마 중첩이 추가로 쌓이며 챔피언에게 적중 시 재사용 대기시간이 감소합니다."
