hero_id,hero_kr,hero_en,attr,ability_id,skill_kr,skill_en,kind,cooldown,desc_kr,scepter_kr,shard_kr
dark_seer,어둠 현자,Dark Seer,int,dark_seer_aggrandize,빠른 재치,Quick Wit,innate,-,"어둠 현자가 지능 1당 1의 공격 속도를 얻습니다. 어둠 현자의 레벨이 오를 때, 최대 체력과 마나의 일정 비율을 회복합니다.",,
dark_seer,어둠 현자,Dark Seer,int,dark_seer_wall_of_replica,복제의 벽,Wall of Replica,ability,100/100/100,"뒤틀린 빛의 벽을 세워 벽을 통과하는 적 영웅을 둔화하고 피해를 주며, 그 형체를 복제합니다. 복제된 적은 어둠 현자의 명령을 따릅니다. 복제 유닛은 파괴되거나 복제의 벽이 사라지기 전까지 유지됩니다.",,
dark_willow,흑버들,Dark Willow,int,dark_willow_bramble_maze,가시넝쿨 미로,Bramble Maze,ability,22,0.3초 후 대상 지역에 자라나는 가시넝쿨 8개로 500 효과 범위에 미로를 생성합니다. 넝쿨로 걸어 들어간 적은 발이 묶이며 지속 피해를 받습니다. 12초 동안 지속합니다.,,
dark_willow,흑버들,Dark Willow,int,dark_willow_shadow_realm,그림자 영역,Shadow Realm,ability,21/19/17/15,그림자 속으로 모습을 감추어 대상으로 지정할 수 없는 상태가 됩니다. 그다음 공격 시 600의 보너스 공격 범위를 얻고 보너스 마법 피해를 주며 그림자 영역이 사라집니다. 그림자 영역의 효과를 받은 시간에 비례하여 피해를 줍니다. 3초 이상 머무르면 최대 피해를 줍니다.,공격을 해도 그림자 영역을 벗어나지 않습니다. 공격마다 강화 효과의 지속시간을 바탕으로 한 보너스 피해는 계속 적용됩니다.,
dark_willow,흑버들,Dark Willow,int,dark_willow_cursed_crown,저주받은 왕관,Cursed Crown,ability,17/15/13/11,"대상에게 고대 요정의 저주를 겁니다. 일정 지연시간 후, 대상과 근처에 있는 적이 기절합니다.",,카운터가 종료된 후 저주받은 왕관으로 대상 주위 175 반경에 가시덤불 4개를 만듭니다. 해제에도 발동합니다. 저주받은 왕관의 쿨다운이 1.5초 감소합니다.
dark_willow,흑버들,Dark Willow,int,dark_willow_bedlam,대소동,Bedlam,ability,30,흑버들이 애완 위습을 보내 지속시간 동안 자기 주위를 돌며 근처에 있는 적을 빠르게 공격하게 합니다. 겁주기가 활성화되어 있는 동안에는 대소동을 사용할 수 없습니다.,,
dark_willow,흑버들,Dark Willow,int,dark_willow_pixie_dust,요정 가루,Pixie Dust,innate,-,"흑버들이 보너스 체력 및 마나 재생 20%를 얻으며, 해당 효과는 대상 지정 불가 또는 무적 상태인 동안 100%로 증가합니다.",,
dark_willow,흑버들,Dark Willow,int,dark_willow_terrorize,겁주기,Terrorize,ability,100/90/80,"애완 위습을 적에게 보내 겁에 질리게 합니다. 짧은 지연시간 후, 대상 지역에 있는 적은 모두 공포에 휩싸여 기지쪽을 향해 달아납니다. 대소동이 활성화되었을 때는 겁주기를 사용할 수 없습니다.",,
dawnbreaker,여명의 파괴자,Dawnbreaker,str,dawnbreaker_fire_wreath,별파괴자,Starbreaker,ability,17/15/13/11,망치를 3번 휘둘러 공격력에 보너스 수치를 더한 만큼의 피해를 적에게 줍니다. 마지막 타격 시에는 망치를 강하게 내려쳐 앞에 있는 적을 기절시키고 피해를 줍니다.,,"여명의 파괴자가 별파괴자 도중에는 약화 효과 면역 및 50% 마법 저항력을 얻고 자유 이동 상태가 됩니다. 또한, 이동 속도가 최소 215까지 35% 감소합니다."
dawnbreaker,여명의 파괴자,Dawnbreaker,str,dawnbreaker_celestial_hammer,천상의 망치,Celestial Hammer,ability,18/16/14/12,"대상에게 무기를 던져 경로에서 타격하는 적에게 피해를 줍니다. 망치는 목적 지점에서 2초 동안 잠시 멈췄다가 다시 여명의 파괴자에게 돌아옵니다. 돌아오는 경로에 불길을 남겨 적을 둔화합니다. 여명의 파괴자는 언제든 망치를 불러들일 수 있는데, 자신도 그쪽으로 당겨가 중간 지점에서 집어 듭니다.",,
dawnbreaker,여명의 파괴자,Dawnbreaker,str,dawnbreaker_luminosity,광명,Luminosity,ability,-,몇 회 공격 후 위력이 강화되면서 다음 공격에 힘을 불어넣어 치명타를 가하고 준 피해의 일정 비율만큼 주위 650 유닛 거리 안에 있는 모든 아군 영웅을 치유합니다. 크립과 중립 적을 타격했을 때는 상대적으로 치유 효과가 작습니다. 아군은 50%만큼 치유됩니다.,여명의 파괴자가 힘을 얻을 때마다 광명 공격 2회를 얻습니다.,
dawnbreaker,여명의 파괴자,Dawnbreaker,str,dawnbreaker_break_of_dawn,동트는 여명,Break of Dawn,innate,-,"해가 뜰 때마다, 여명의 파괴자가 보너스 기본 공격력과 시야를 얻습니다. 시야는 낮 동안 시간이 지나면서 점점 줄어듭니다. 여명의 파괴자는 낮 동안 내내 해당 보너스가 최대 위력을 유지하도록 합니다.",동트는 여명으로 현재 피해 증가와 동일한 치유 증폭을 제공합니다.,
dawnbreaker,여명의 파괴자,Dawnbreaker,str,dawnbreaker_solar_guardian,태양 수호자,Solar Guardian,ability,110/100/90,"집중 기술 - 지도 위 어디에 있는 아군 영웅이든 그 주위 350 유닛 거리 안의 한 위치에 진동을 일으키고 6초 동안 햇빛을 비춥니다. 진동할 때마다 적은 피해를 받고 아군은 치유됩니다. 짧은 지속시간 후, 여명의 파괴자는 대상 위치로 날아가 착지하며 적에게 추가 피해를 주고 기절시킵니다. 정신을 집중하고 나면, 능력을 취소할 수 없습니다.",태양 수호자의 오라가 착지 후 2초 동안 여명의 파괴자를 따라다닙니다.,
dazzle,대즐,Dazzle,all,dazzle_poison_touch,맹독의 손길,Poison Touch,ability,24/21/18/15,원뿔 형태로 독을 분출하여 여러 적 유닛을 타격합니다. 대상에게 지속 피해를 주고 둔화합니다. 대상이 대즐의 공격을 받으면 약화 효과의 지속시간이 초기화되고 둔화 효과가 증가합니다.,,
dazzle,대즐,Dazzle,all,dazzle_shallow_grave,얕은 무덤,Shallow Grave,ability,30/26/22/18,얕은 무덤의 축복을 받은 아군은 효과가 유지되는 한 결코 죽지 않습니다. 해당 아군에 대한 치유 효과도 영웅의 체력에 비례한 지속시간 동안 증폭됩니다.,,
dazzle,대즐,Dazzle,all,dazzle_shadow_wave,어둠의 물결,Shadow Wave,ability,10/9/8/7,곡선으로 아군 사이를 옮겨 가는 한 줄기 힘을 내보내어 아군을 치유하고 근처에 있는 모든 적 유닛에게 피해를 줍니다. 어둠의 물결을 시전하면 대즐은 항상 치유를 받습니다.,어둠의 물결이 아군 외에도 적군을 대상으로 하며 사이를 튕겨 다닙니다. 적에게 튕기면 해당 대상은 피해를 받으며 주위 아군은 일반 피해 및 치유량의 100% 만큼 치유됩니다. 대즐은 어둠의 물결에 맞은 적에게 공격을 수행합니다.,
dazzle,대즐,Dazzle,all,dazzle_innate_weave,주문 엮기,Weave,innate,-,"대즐이 능력으로 영향받은 아군과 적 모두에게 주문 엮기를 적용하여, 아군의 방어력은 높이고 적의 방어력은 낮춥니다. 효과는 서로 중첩됩니다.",,아군에게 주문 엮기를 적용하면 해당 대상을 주문 엮기 중첩당 60만큼 치유합니다.
dazzle,대즐,Dazzle,all,dazzle_nothl_projection,노슬의 형상화,Nothl Projection,ability,70/60/50,"대즐이 육신을 떠나 무적 상태의 혼이 되어 노슬의 영역을 여행합니다. 혼은 주문을 시전하거나 공격하거나 아이템을 사용할 수 있으며, 세상에 남겨 놓은 육신과는 눈에 보이는 줄로 연결되어 있습니다. 활성화되어 있는 동안, 대즐의 기본 능력이 강화됩니다. 맹독의 손길은 적에게 주술을 걸어 변신시키고, 얕은 무덤은 만료 시 치유하며, 어둠의 물결은 쿨다운이 짧아집니다. 효과는 만료되기 전에 끝낼 수 있으며, 효과가 끝나면 대즐은 본래의 육신으로 돌아옵니다.",,노슬의 형상화를 대즐이 무력화 상태일 때 시전할 수 있습니다. 노슬의 영역에 있는 동안 치유량이 증가합니다.
death_prophet,죽음의 예언자,Death Prophet,all,death_prophet_carrion_swarm,무덤박쥐 떼,Crypt Swarm,ability,9/8/7/6,사나운 박쥐 떼를 내보내어 죽음의 예언자 앞에 있는 적을 처단합니다.,,
death_prophet,죽음의 예언자,Death Prophet,all,death_prophet_silence,침묵,Silence,ability,15/14/13/12,투사체를 발사하여 지정 구역 안에 있는 적 유닛이 주문을 시전하지 못하게 합니다.,,
death_prophet,죽음의 예언자,Death Prophet,all,death_prophet_spirit_siphon,혼령 빨아들이기,Spirit Siphon,ability,-,죽음의 예언자와 적 유닛 하나를 혼령으로 연결하여 적에게서 체력을 흡수합니다.,,혼령 빨아들이기의 충전 수가 1 증가하고 적이 연속 3초 동안 혼령이 빨리면 1초 동안 공포에 휩싸입니다.
death_prophet,죽음의 예언자,Death Prophet,all,death_prophet_witchcraft,마녀술,Witchcraft,innate,-,"죽음의 예언자가 보유한 비술 지식이 경험으로 더 깊어지면서, 이동 속도와 주문 쿨다운 감소 효과를 얻습니다.",,
death_prophet,죽음의 예언자,Death Prophet,all,death_prophet_exorcism,퇴마술,Exorcism,ability,150,사악한 혼령을 해방하여 주위 적 유닛과 건물의 체력을 흡수합니다. 혼령은 다시 공격하려면 죽음의 예언자에게 돌아와야 합니다. 주문의 지속시간이 다하면 죽음의 예언자는 혼령들이 적에게 준 피해만큼 자신의 체력을 회복합니다. 건물에는 50%의 피해를 줍니다. 40초 동안 지속합니다.,"적에게 주문으로 영향을 줄 때마다 또는 적을 공격하면, 혼령이 날아가 적을 타격하여 일반 피해보다 큰 보너스 피해를 주고 죽음의 예언자에게 돌아와 생명력을 회복시킵니다.",
disruptor,디스럽터,Disruptor,int,disruptor_thunder_strike,천둥 강타,Thunder Strike,ability,18/15/12/9,번개로 대상 유닛을 반복하여 공격합니다. 번개가 내리칠 때마다 좁은 반경 안에 있는 적 유닛에게 피해를 주고 0.3초 동안 이동 및 공격 속도가 100% 느려지게 합니다. 대상에 대한 시야를 제공합니다.,,"천둥 강타의 시전 범위와 타격 수가 증가합니다. 이제 지면을 대상으로 시전하면, 최대 4초 동안 휴면 상태로 있다가 반경 안에 처음으로 들어오는 적에게 들러붙습니다."
disruptor,디스럽터,Disruptor,int,disruptor_glimpse,잔상,Glimpse,ability,24/22/20/18,대상 영웅을 4초 전 위치로 순간이동시킵니다. 환영은 즉시 제거합니다. 잔상으로 되돌아간 거리의 일정 비율만큼 피해를 줍니다. 최대 피해량을 넘는 피해를 줄 수 없습니다.,,
disruptor,디스럽터,Disruptor,int,disruptor_kinetic_field,역장,Kinetic Field,ability,20/18/16/14,짧은 생성 시간을 거쳐 적이 지나갈 수 없는 원형의 동력 장벽을 만듭니다.,,두 역장에는 쿨다운이 따로따로 적용됩니다.
disruptor,디스럽터,Disruptor,int,disruptor_kinetic_fence,동적 울타리,Kinetic Fence,shard,14,짧은 생성 시간을 거쳐 동적 에너지로 벽을 만들어 적이 지나갈 수 없게 합니다.,,
disruptor,디스럽터,Disruptor,int,disruptor_electromagnetic_repulsion,전자기 반발력,Electromagnetic Repulsion,innate,5,"디스럽터가 400 반경 안에서 어떤 요인으로든 250을(를) 넘는 피해를 받으면, 안에 있는 모든 주위 적이 디스럽터의 지능 1.5배에 해당하는 피해를 받고 400 거리까지 밀쳐집니다.",,
disruptor,디스럽터,Disruptor,int,disruptor_static_storm,전자기 폭풍,Static Storm,ability,100/85/70,효과의 지속시간 동안 대상 범위 내에 있는 모든 적 유닛에게 피해를 주고 침묵에 빠뜨리는 전자기 폭풍을 생성합니다. 시간이 지날수록 더 큰 피해를 줍니다.,아이템을 사용하지 못하게 막습니다.,
doom_bringer,파멸의 사도,Doom,str,doom_bringer_devour,삼키기,Devour,ability,66,"적 또는 중립 크립을 흡수하여 해당 유닛이 지닌 특수 능력을 획득합니다. 교체 시전을 활성화하면, 크립의 능력을 획득하지 않습니다. 지속시간은 쿨다운과 동일합니다.",,"삼키기가 2회 충전되며, 고대 크립을 대상으로 할 수 있습니다. 훔친 크립 능력은 효과 범위가 15%, 주문 증폭이 40% 증가합니다."
doom_bringer,파멸의 사도,Doom,str,doom_bringer_scorched_earth,불타는 대지,Scorched Earth,ability,41/39/37/35,"주변의 지면을 화염으로 덮어 적에게 피해를 주는 한편, 파멸의 사도는 이동 속도와 체력 재생이 증가합니다.",,
doom_bringer,파멸의 사도,Doom,str,doom_bringer_infernal_blade,불지옥 검,Infernal Blade,ability,13/10/7/4,파멸의 사도가 불타는 검을 휘둘러 적에게 불을 붙입니다. 적은 0.66초 동안 기절하며 4초 동안 화상을 입고 매초 기본 피해와 최대 체력의 일정 비율을 피해로 받습니다.,,
doom_bringer,파멸의 사도,Doom,str,doom_bringer_doom,파멸,Doom,ability,140/130/120,적에게 저주를 걸어 지속 피해를 주는 동시에 해제를 적용하고 주문을 시전하거나 어떤 방법으로든 치유하지 못하게 합니다. 해제 유형: 기본 해제,파멸로 적에게 단절을 적용합니다. 파멸에 걸린 대상 주위 반경 350 안에서 대상과 같은 편도 파멸 효과를 받습니다. 파멸의 사도가 자신에게 시전하면 주위 적이 파멸의 영향을 받습니다.,
doom_bringer,파멸의 사도,Doom,str,doom_bringer_lvl_pain,레벨? 고통,Lvl ? Pain,innate,-,"파멸의 사도가 공격하면 적 영웅에게 저주가 걸립니다. 2.5초 후, 저주에 걸린 영웅은 나타난 불기둥과 함께 폭발하며 자신과 66의 효과 범위 안에 있는 모든 유닛에게 저주에 걸려 있는 동안 파멸의 사도에게서 받은 피해의 10%에 해당하는 피해를 줍니다. 적의 레벨이 6의 배수일 때 저주의 피해와 반경이 66% 더 강력하게 나타납니다.",,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_breathe_fire,불꽃 숨결,Breathe Fire,ability,14/13/12/11,용기사가 정면으로 화염 숨결을 내뿜어 적을 불태우고 적의 공격으로 가하는 피해를 감소시킵니다.,,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_dragon_tail,용의 꼬리,Dragon Tail,ability,16/14/12/10,용기사가 적 유닛을 방패로 후려쳐 기절시키고 해당 유닛과 가까이 있는 다른 유닛에게 피해를 줍니다.,,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_wyrms_wrath,고룡의 분노,Wyrm's Wrath,ability,-,"몸에 흐르는 용의 피로 용기사의 능력과 아이템이 강화되어, 효과 범위가 증가하고 공격 시 적 유닛에게 추가 마법 피해를 줍니다.",,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_fireball,불덩이,Fireball,shard,20,범위에 불을 붙여 그 안에 있는 적에게 남아 유지되는 지속 피해를 줍니다. 근접 공격 상태에서는 시전 범위가 감소합니다.,,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_dragon_blood,용의 혈통,Dragon Blood,innate,-,몸에 흐르는 용의 피로 용기사의 체력 재생과 방어력이 향상됩니다. 고룡 형상일 때는 재생 및 방어력이 50% 증가합니다.,,
dragon_knight,용기사,Dragon Knight,str,dragon_knight_elder_dragon_form,고룡 형상,Elder Dragon Form,ability,100,"용기사가 고룡의 형상을 취해 능력의 범위가 증가하고 보너스 이동 속도 및 다양한 속성이 있는 원거리 공격 능력을 얻습니다. 용은 레벨마다 진화합니다. 보너스는 누적됩니다. 1레벨 녹룡: 지속하여 부식 피해를 부여하며, 해당 피해는 건물에도 적용됩니다. 2레벨 적룡: 용기사의 공격에 범위 피해를 부여합니다. 3레벨 청룡: 공격 시 약화 효과 면역을 관통하는 서리 효과로 이동 및 공격 속도를 둔화합니다.","고룡 형상의 현재 레벨이 1레벨 증가합니다. 4레벨 흑룡이 추가됩니다. 흑룡은 자유 경로 이동 능력, 보너스 마법 저항력, 향상된 다른 보너스를 보유합니다.",
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_frost_arrows,얼음 화살,Frost Arrows,ability,-,드로우 레인저의 공격에 빙결 효과를 더해 적의 이동을 둔화하고 보너스 피해를 줍니다. 둔화는 1.5초 동안 지속합니다.,"얼음 화살이 적에게 저체온증 중첩을 적용하여, 얼음 화살로 받는 피해가 증가하고 중첩당 체력 회복이 감소하게 합니다. 적이 저체온증 중첩으로 죽으면, 폭발하며 주위 범위에 중첩당 피해를 주고 느려지게 합니다.",
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_wave_of_silence,돌풍,Gust,ability,19/17/15/13,"공기의 파장을 내보내어 적 유닛을 침묵에 빠뜨리고, 뒤로 밀쳐내며, 보이지 않는 적 유닛을 밝힙니다. 적과 거리가 가까울수록 밀치기 거리가 길어집니다.",,
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_multishot,다중 발사,Multishot,ability,24/21/18/15,"집중 기술 - 정신을 집중하는 동안 계속해서 일제 사격으로 질풍처럼 화살을 쏘아 보내 타격하는 적에게 추가 피해를 주고, 드로우 레인저 공격 범위 + 475의 범위에 얼음 화살을 쏩니다. 1.75초 동안 지속합니다. 드로우 레인저가 다중 발사를 시전하는 동안 천천히 움직이며 아이템을 사용할 수 있습니다.",,
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_glacier,빙하,Glacier,shard,25,"자신의 아래에 얼음 무더기를 생성하여 근처에 있는 적을 뒤로 밀칩니다. 무더기 위에 서 있는 유닛은 비행 시야를 얻고, 드로우와 원거리 아군은 보너스 공격 범위를 얻습니다. 드로우 레인저가 빙하 위에 있는 동안에는 추가 공격력을 얻고, 아래에 있는 대상을 공격합니다. 무더기 앞면은 시야를 방해하며 드로우 레인저 외에는 지나갈 수 없습니다. 시전 시 다중 발사를 방해하지 않습니다.",,
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_trueshot,명중의 오라,Precision Aura,innate,-,현재 민첩과 레벨에 따라 드로우 레인저에게 보너스 민첩이 부여됩니다. 근처에 있는 원거리 영웅은 보너스 민첩의 50%를 받습니다.,,
drow_ranger,드로우 레인저,Drow Ranger,agi,drow_ranger_marksmanship,명사수,Marksmanship,ability,-,드로우 레인저는 전투 경험 덕분에 일정 확률에 따라 놀라울 정도로 정확하고 효율적으로 화살을 발사합니다. 적의 방어를 꿰뚫고 기본 방어력을 무시합니다. 300 범위 내에 적 영웅이 있으면 비활성화됩니다.,,
earth_spirit,대지령,Earth Spirit,str,earth_spirit_boulder_smash,바위 치기,Boulder Smash,ability,20/17/14/11,대지령이 대상 적이나 아군을 강타하여 대지령이 바라보는 방향으로 밀쳐냅니다. 만약 지역을 대상으로 선택하면 200 반경 내에서 가장 가까운 유닛을 밀칩니다. 바위 잔영을 우선 대상으로 합니다. 대상 유닛이나 바위 잔영은 밀쳐지면서 부딪치는 모든 유닛에게 피해를 줍니다. 적이 바위 잔영에 부딪히면 둔화합니다. 바위 잔영은 유닛보다 더 멀리까지 밀려납니다.,,
earth_spirit,대지령,Earth Spirit,str,earth_spirit_rolling_boulder,바위 구르기,Rolling Boulder,ability,16/12/8/4,대지령이 바위의 형태를 취하고 0.6초의 지연시간 후 대상 위치까지 굴러가며 적 유닛에게 60/70/80/90 + 힘의 100%에 해당하는 피해를 주고 기절시킵니다. 적 영웅과 충돌하거나 기절에 빠지면 제자리에서 멈춥니다. 바위 잔영 위로 굴러가면 잔영을 흡수하여 더 멀리까지 더 빠른 속도로 이동하고 적을 더 오래 기절시킵니다.,,
earth_spirit,대지령,Earth Spirit,str,earth_spirit_geomagnetic_grip,대지의 자기장,Geomagnetic Grip,ability,13,대지령이 바위 잔영 또는 아군 유닛을 자신의 위치로 끌어당깁니다. 끌려오는 대상에 부딪힌 적은 침묵에 빠집니다. 끌어온 잔영에 부딪힌 적은 피해도 받습니다. 아군을 대상으로 할 때는 시전 범위가 감소합니다.,,"쿨다운이 3초로 감소하며, 아군 유닛을 대상으로 했을 때 시전 범위와 당기기 속도가 증가합니다."
earth_spirit,대지령,Earth Spirit,str,earth_spirit_stone_caller,바위 잔영,Stone Remnant,innate,-,"대상 위치에 바위 잔영을 불러냅니다. 바위 잔영은 시야를 제공하지 않고 무적이며 대지령의 능력으로 사용할 수 있습니다. 바위 잔영을 불러낼 때마다 대지령은 충전된 에너지를 하나씩 소모합니다. 소모한 에너지는 시간이 지나면 다시 충전됩니다. 바위 잔영은 충전 7회를 보유합니다. 대지령은 사용하지 않은 바위 잔영 충전 하나당 3%의 보너스 공격력을 지속하여 얻고, 바위 잔영이 능력의 대상이 되면, 추가로 10초 동안 7.5%의 보너스 공격력을 얻습니다. (중첩되지 않음)",,
earth_spirit,대지령,Earth Spirit,str,earth_spirit_petrify,잔영 마력 부여,Enchant Remnant,scepter,45,대지령이 일시적으로 영웅에게 마력을 주입하여 바위 잔영의 속성을 부여합니다. 짧은 지속시간 후 잔영이 부서지면 영웅이 풀려나면서 주위 적에게 피해를 줍니다. 바위 잔영에 시전할 수 있습니다. 바위 잔영에 시전하면 쿨다운 5초가 적용됩니다. 아군 영웅에게 시전할 때는 시전 범위가 더 넓어집니다.,,
earth_spirit,대지령,Earth Spirit,str,earth_spirit_magnetize,자력 주입,Magnetize,ability,100/90/80,"대지령 주위에 있는 적들에게 자성을 주입하여 짧은 시간 동안 피해를 줍니다. 자력 주입의 영향을 받은 유닛이 바위 잔영에 접근하면 바위의 잔영은 폭발하며 주위 모든 유닛에게 자력 주입 약화 효과를 새롭게 부여합니다. 이 과정은 여러 차례 반복할 수 있습니다. 적 영웅 한 명이 대지의 자기장 또는 바위 치기의 영향을 받으면, 자력 주입에 걸린 모든 적이 해당 효과를 공유합니다.",,
earthshaker,지진술사,Earthshaker,str,earthshaker_fissure,균열,Fissure,ability,18/17/16/15,"강력한 토템으로 지면을 강타하여 지나갈 수 없는 돌무더기를 만들고, 직선상 적에게 피해를 주는 동시에 기절에 빠뜨립니다.",,지진술사가 다른 능력을 시전하면 균열 쿨다운이 감소하고 경로를 따라 여진을 방출하여 감소한 지속시간 동안 기절 효과를 적용합니다.
earthshaker,지진술사,Earthshaker,str,earthshaker_enchant_totem,토템 강화,Enchant Totem,ability,5,지진술사의 토템을 강화하여 다음 공격 시 추가 피해를 주고 100의 보너스 공격 범위가 적용됩니다.,"지면을 대상으로 시전됩니다. 지진술사가 공중으로 뛰어올랐다가 대상 지점에 착지하면서 그 위치에 토템 강화를 시전합니다. 자신에게 시전하면 기본 능력대로, 뛰어오르지 않고 동작합니다. 토템 강화에 가르기 공격을 부여합니다.",
earthshaker,지진술사,Earthshaker,str,earthshaker_aftershock,여진,Aftershock,ability,-,지진술사가 능력을 쓸 때 땅을 울려 추가 피해를 주고 주위 적 유닛을 기절시킵니다.,,
earthshaker,지진술사,Earthshaker,str,earthshaker_echo_slam,지진파 공명,Echo Slam,ability,130/120/110,땅속으로 충격파를 보내 적 유닛에게 피해를 줍니다. 충격파에 맞은 적은 공명을 일으키며 주변 유닛에게 피해를 전달합니다. 영웅 본체는 공명을 두 번 일으킵니다.,,
earthshaker,지진술사,Earthshaker,str,earthshaker_slugger,거포,Slugger,innate,-,"토템 강화 또는 지진술사의 다른 능력으로 처치한 적은 공중으로 날아가며, 부딪힌 적에게 피해를 줍니다.",,
elder_titan,고대 티탄,Elder Titan,str,elder_titan_echo_stomp,공명파 발구르기,Echo Stomp,ability,14/13/12/11,"집중 기술 - 고대 티탄과 우주의 영혼이 발로 지면을 강타하여 주변의 모든 적 유닛에게 피해를 주고 의식을 잃게 합니다. 고대 티탄은 물리 피해를 주고, 우주의 영혼은 마법 피해를 줍니다.",,쿨다운이 감소합니다. 공명파 발구르기를 교체 시전으로 설정하면 우주의 영혼이 발구르기를 끝냈을 때 고대 티탄으로 바뀝니다.
elder_titan,고대 티탄,Elder Titan,str,elder_titan_ancestral_spirit,우주의 영혼,Astral Spirit,ability,23/21/19/17,"고대 티탄이 우주의 영혼을 전장으로 내보냅니다. 우주의 영혼은 통과하는 모든 유닛에게 피해를 줍니다. 우주의 영혼이 돌아오면 지나온 유닛 수에 비례하여 고대 티탄의 공격력과 이동 속도가 증가합니다. 우주의 영혼은 공명파 발구르기, 우주의 영혼 귀환, 자연의 질서 능력을 보유합니다.",영혼이 돌아올 때 고대 티탄이 2초 동안 약화 효과 면역 상태가 되며 영향받은 적 영웅당 마법 저항력 50%를 얻습니다.,
elder_titan,고대 티탄,Elder Titan,str,elder_titan_natural_order,자연의 질서,Natural Order,ability,-,"가까이 있는 적 유닛의 모든 속성을 기본 수치로 되돌리고 기본 방어력과 마법 피해 저항력을 제거합니다. 방어력 감소는 영웅을 중심으로 적용되며, 마법 방어력 감소는 우주의 영혼을 중심으로 적용됩니다.",,"적 영웅이 자연의 질서 효과를 받는 동안, %tick_rate%초마다 방어력이 %armor_per_tick%, 마법 저항력이 %magic_resistance_per_tick% 감소합니다. 최대 %max_stacks%회 중첩됩니다."
elder_titan,고대 티탄,Elder Titan,str,elder_titan_momentum,여세,Momentum,innate,-,고대 티탄이 보너스 이동 속도의 일정 비율만큼 방어력을 얻습니다.,,
elder_titan,고대 티탄,Elder Titan,str,elder_titan_earth_splitter,대지 가르기,Earth Splitter,ability,100/95/90,고대 티탄이 전방의 지면을 갈라 균열을 만들어 냅니다. 3초 후 균열이 안으로 붕괴하며 모든 적에게 최대 체력에 비례하는 피해를 주고 이동 속도를 감소시킵니다. 피해의 반은 마법 피해이며 나머지 반은 물리 피해입니다.,,
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_searing_chains,화염 사슬,Searing Chains,ability,13/12/11/10,불꽃령이 불타는 올가미를 던져 주위 적을 묶습니다. 적은 움직이지 못하며 매초 피해를 받습니다.,,
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_sleight_of_fist,불타는 주먹,Sleight of Fist,ability,13/11/9/7,불꽃령이 불타는 속도로 주위를 돌며 대상 지역의 모든 적을 공격하고 원래 위치로 돌아옵니다. 영웅에게 추가 피해를 줍니다.,,
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_flame_guard,불의 보호막,Flame Guard,ability,32,불꽃령이 받는 마법 피해를 소모하는 불의 고리로 자신을 감싸고 받는 피해의 일정 비율을 흡수합니다. 불의 보호막은 활성화되어 있는 동안 불꽃령 주위 범위에 매초 피해를 줍니다. 보호막이 파괴되면 적에게 주는 피해도 사라집니다.,,
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_activate_fire_remnant,불꽃 잔영 터뜨리기,Activate Fire Remnant,ability,-,선택한 불꽃 잔영으로 이동합니다.,,
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_immolation,연소,Immolation,innate,-,불꽃령이 계속해서 불타오르며 항상 근처에 있는 모든 적에게 매초 피해를 줍니다.,,"불꽃 잔영에 현재 레벨의 연소를 부여하고, 초당 피해와 반경을 증가시킵니다."
ember_spirit,불꽃령,Ember Spirit,agi,ember_spirit_fire_remnant,불꽃 잔영,Fire Remnant,ability,0.5,"불꽃령이 불꽃 잔영을 내보내면 대상 위치까지 불꽃령 속도의 250%로 이동합니다. 불꽃 잔영 터뜨리기 능력을 사용하면 불꽃령이 활성화된 모든 불꽃 잔영으로 달려가며 파괴하고, 범위에 피해를 준 다음 가장 가까운 잔영으로 이동합니다. 불꽃령은 대상 위치에 가장 가까운 불꽃 잔영에서 멈춥니다.","시전 범위, 최초 잔영 속도, 최대 충전 수가 증가합니다.","불꽃령 주위에서 적 영웅이 죽으면, 불꽃 잔영 충전 1개가 회복됩니다. 또한, 불꽃령이 죽으면 그 위치에 불꽃 잔영이 생성됩니다."
enchantress,요술사,Enchantress,int,enchantress_impetus,추진력,Impetus,ability,6/4/2,공격 시 마법을 부여하여 대상과의 거리에 따라 추가 피해를 줍니다. 대상이 멀리 떨어져 있을수록 더 큰 피해를 줍니다. 환영에는 피해를 두 배로 줍니다.,,
